t_center,regime,regime_name,offline_static_f1,offline_periodic_f1,online_adaptive_f1,config
11015,1,R1 latency regression,0.0,0.0,0.0,C3
11265,1,R1 latency regression,0.192,0.9795918367346939,0.9361702127659575,C3
11515,1,R1 latency regression,0.192,0.9795918367346939,0.9565217391304348,C3
11765,1,R1 latency regression,0.2900763358778626,0.958904109589041,0.958904109589041,C3
12015,1,R1 latency regression,0.5329153605015674,1.0,0.9820359281437125,C3
12265,1,R1 latency regression,0.33210332103321033,0.9777777777777777,0.9662921348314607,C3
12515,1,R1 latency regression,0.34532374100719426,0.9896907216494846,1.0,C3
12765,1,R1 latency regression,0.10344827586206896,0.96,0.96,C3
13015,1,R1 latency regression,0.3516483516483517,1.0,0.9791666666666666,C3
13265,1,R1 latency regression,0.19433198380566802,1.0,1.0,C3
13515,1,R1 latency regression,0.2727272727272727,1.0,0.9714285714285714,C3
13765,1,R1 latency regression,0.291044776119403,1.0,0.987012987012987,C3
14015,1,R1 latency regression,0.32967032967032966,0.9887640449438202,0.9887640449438202,C3
14265,1,R1 latency regression,0.05309734513274336,1.0,0.9230769230769231,C3
14515,1,R1 latency regression,0.36042402826855124,0.9696969696969697,0.9591836734693877,C3
14765,1,R1 latency regression,0.573170731707317,0.9893617021276596,0.9732620320855615,C3
15015,1,R1 latency regression,0.4866666666666667,0.9861111111111112,0.958904109589041,C3
15265,1,R1 latency regression,0.224,0.9824561403508771,1.0,C3
15515,1,R1 latency regression,0.192,0.9387755102040817,0.9787234042553191,C3
15765,1,R1 latency regression,0.10126582278481013,1.0,1.0,C3
16015,1,R1 latency regression,0.13617021276595745,0.967741935483871,0.967741935483871,C3
16265,1,R1 latency regression,0.3,0.987012987012987,0.961038961038961,C3
16515,1,R1 latency regression,0.044444444444444446,1.0,1.0,C3
16765,1,R1 latency regression,0.18972332015810275,0.96,0.9787234042553191,C3
17015,1,R1 latency regression,0.4271186440677966,0.9841269841269841,0.9672131147540983,C3
17265,1,R1 latency regression,0.27380952380952384,0.9777777777777777,0.9333333333333333,C3
17515,2,R2 scale-out,0.7839195979899497,0.8529411764705882,0.9803921568627451,C3
17765,2,R2 scale-out,0.6060606060606061,0.9333333333333333,0.9620253164556962,C3
18015,2,R2 scale-out,0.6527777777777778,0.9069767441860465,0.989247311827957,C3
18265,2,R2 scale-out,0.7596153846153846,0.9403973509933775,0.9620253164556962,C3
18515,2,R2 scale-out,0.73224043715847,0.9774436090225563,0.9629629629629629,C3
18765,2,R2 scale-out,0.23684210526315788,0.9473684210526315,1.0,C3
19015,2,R2 scale-out,0.4247787610619469,1.0,1.0,C3
19265,2,R2 scale-out,0.6666666666666666,0.9690721649484536,0.9791666666666666,C3
