source,config,model,precision,recall,f1,auc_roc,n_windows,n_test,prevalence,episodes,always_alarm_f1
live,C1,rf,1.0,0.6666666666666666,0.8,1.0,81,25,0.1111111111111111,1,0.19999999999999998
