config,arm,precision,recall,f1,auc_roc,adapt_events,n_future
C1,full,0.8939393939393939,0.793010752688172,0.8404558404558404,0.9529860523318392,1,4860
C1,no_drift,0.8909090909090909,0.7903225806451613,0.8376068376068376,0.953452694441832,0,4860
C1,no_drift_no_champion,0.9139966273187183,0.728494623655914,0.8107703814510098,0.9551706819440526,0,4860
